id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
1397,sample_1397_risc.bin,SHA256,Bluetooth,risc,72,12,10,7.18
1398,sample_1398_arm.bin,Blowfish-CBC,DTLS,arm,55,19,22,4.44
1399,sample_1399_risc.bin,DES-CBC,SSH,risc,152,16,6,0.01
1400,sample_1400_riscv.bin,SHA256,Bluetooth,riscv,197,18,6,1.84
1401,sample_1401_mips.bin,SHA1,SSH,mips,131,5,7,6.25
1402,sample_1402_risc.bin,3DES-ECB,WiFi,risc,58,19,19,3.63
1403,sample_1403_risc.bin,ECDSA,WiFi,risc,86,10,23,7.16
1404,sample_1404_arm.bin,Twofish-CBC,TLS,arm,191,9,25,3.34
1405,sample_1405_risc.bin,3DES-CBC,TLS,risc,62,8,13,7.02
1406,sample_1406_mips.bin,ECDHE,TLS,mips,77,14,7,5.91
1407,sample_1407_risc.bin,AES-CBC,DTLS,risc,173,13,23,1.28
1408,sample_1408_avr.bin,Blowfish-CBC,DTLS,avr,125,20,7,7.27
1409,sample_1409_z80.bin,3DES-CBC,TLS,z80,134,15,18,4.72
1410,sample_1410_z80.bin,DES-CBC,SSH,z80,147,9,24,7.7
1411,sample_1411_risc.bin,IDEA-ECB,Bluetooth,risc,128,13,21,0.54
1412,sample_1412_risc.bin,SHA256,Bluetooth,risc,110,6,24,5.02
1413,sample_1413_x86.bin,ECDHE,TLS,x86,156,6,11,6.12
1414,sample_1414_x86.bin,CAST-ECB,TLS,x86,154,17,16,5.82
1415,sample_1415_x86.bin,3DES-CBC,Bluetooth,x86,50,6,11,6.93
1416,sample_1416_z80.bin,AES-CBC,WiFi,z80,110,13,21,0.74
1417,sample_1417_x86.bin,CAST-CBC,SSH,x86,50,15,19,7.79
1418,sample_1418_arm.bin,HMAC,Bluetooth,arm,95,17,15,7.22
1419,sample_1419_z80.bin,SHA1,WiFi,z80,65,16,21,6.17
1420,sample_1420_z80.bin,CHACHA20,DTLS,z80,161,11,25,1.15
1421,sample_1421_arm.bin,RC4-CBC,TLS,arm,55,13,24,3.04
1422,sample_1422_mips.bin,SHA1,Bluetooth,mips,109,17,8,2.83
1423,sample_1423_z80.bin,SHA256,WiFi,z80,124,12,19,6.85
1424,sample_1424_riscv.bin,Twofish-CBC,WiFi,riscv,62,9,16,6.09
1425,sample_1425_mips.bin,3DES-ECB,TLS,mips,163,20,17,0.94
1426,sample_1426_mips.bin,ECDSA,Bluetooth,mips,167,11,22,3.12
1427,sample_1427_avr.bin,Blowfish-ECB,SSH,avr,187,17,17,1.47
1428,sample_1428_x86.bin,ECDHE,Bluetooth,x86,135,7,17,5.5
1429,sample_1429_mips.bin,ECDHE,Bluetooth,mips,89,5,24,0.75
1430,sample_1430_x86.bin,RSA,TLS,x86,109,9,25,0.76
1431,sample_1431_x86.bin,DES-ECB,TLS,x86,152,20,13,1.31
1432,sample_1432_z80.bin,3DES-ECB,Bluetooth,z80,120,20,24,2.3
1433,sample_1433_x86.bin,RC4-ECB,SSH,x86,137,9,21,7.73
1434,sample_1434_avr.bin,SHA256,Bluetooth,avr,85,13,10,6.5
1435,sample_1435_avr.bin,IDEA-ECB,DTLS,avr,152,10,25,5.07
1436,sample_1436_mips.bin,DES-ECB,SSH,mips,125,16,11,5.42
1437,sample_1437_z80.bin,IDEA-CBC,Bluetooth,z80,95,13,16,4.26
1438,sample_1438_riscv.bin,RC4-ECB,SSH,riscv,186,12,21,7.37
1439,sample_1439_z80.bin,ECDSA,TLS,z80,164,14,24,4.92
1440,sample_1440_arm.bin,DES-CBC,DTLS,arm,81,7,18,3.89
1441,sample_1441_avr.bin,Twofish-ECB,DTLS,avr,78,8,13,0.65
1442,sample_1442_avr.bin,CAST-ECB,TLS,avr,189,7,21,6.42
1443,sample_1443_risc.bin,3DES-ECB,SSH,risc,93,18,14,4.71
1444,sample_1444_arm.bin,3DES-ECB,WiFi,arm,67,13,8,3.35
1445,sample_1445_risc.bin,RC4-CBC,WiFi,risc,164,15,19,4.73
1446,sample_1446_arm.bin,CAST-CBC,WiFi,arm,77,13,11,0.3
1447,sample_1447_riscv.bin,RSA,DTLS,riscv,75,7,9,2.25
1448,sample_1448_risc.bin,Blowfish-CBC,TLS,risc,64,18,20,1.11
1449,sample_1449_arm.bin,IDEA-ECB,Bluetooth,arm,172,16,7,0.86
1450,sample_1450_arm.bin,DES-CBC,Bluetooth,arm,144,19,20,0.71
1451,sample_1451_risc.bin,RSA,DTLS,risc,137,19,23,7.6
1452,sample_1452_mips.bin,3DES-CBC,TLS,mips,193,12,9,1.56
1453,sample_1453_arm.bin,Blowfish-ECB,SSH,arm,60,9,15,2.83
1454,sample_1454_mips.bin,IDEA-CBC,SSH,mips,149,6,20,4.71
1455,sample_1455_riscv.bin,SHA256,DTLS,riscv,117,9,12,7.29
1456,sample_1456_mips.bin,IDEA-CBC,Bluetooth,mips,179,20,15,0.36
1457,sample_1457_x86.bin,AES-ECB,Bluetooth,x86,117,11,19,4.37
1458,sample_1458_z80.bin,CAST-CBC,DTLS,z80,187,8,22,2.33
1459,sample_1459_risc.bin,CAST-CBC,SSH,risc,93,6,12,2.2
1460,sample_1460_x86.bin,3DES-ECB,TLS,x86,163,10,16,2.93
1461,sample_1461_risc.bin,Twofish-CBC,DTLS,risc,107,17,16,6.78
1462,sample_1462_risc.bin,CAST-ECB,SSH,risc,197,5,25,3.52
1463,sample_1463_z80.bin,DES-CBC,WiFi,z80,57,15,17,3.4
1464,sample_1464_z80.bin,CAST-CBC,TLS,z80,99,6,6,7.69
1465,sample_1465_avr.bin,IDEA-CBC,DTLS,avr,70,5,22,0.72
1466,sample_1466_riscv.bin,CHACHA20,WiFi,riscv,54,15,21,2.26
1467,sample_1467_mips.bin,IDEA-CBC,DTLS,mips,138,18,22,1.64
1468,sample_1468_arm.bin,CHACHA20,SSH,arm,93,6,14,5.92
1469,sample_1469_avr.bin,AES-ECB,Bluetooth,avr,180,11,22,7.33
1470,sample_1470_avr.bin,CAST-ECB,DTLS,avr,156,19,23,7.85
1471,sample_1471_avr.bin,AES-ECB,Bluetooth,avr,110,13,11,6.38
1472,sample_1472_x86.bin,ECDSA,SSH,x86,78,20,22,7.36
1473,sample_1473_z80.bin,AES-ECB,WiFi,z80,106,6,20,0.87
1474,sample_1474_mips.bin,ECDHE,TLS,mips,99,11,9,4.5
1475,sample_1475_mips.bin,DES-CBC,WiFi,mips,51,13,23,7.22
1476,sample_1476_z80.bin,DES-CBC,Bluetooth,z80,108,11,19,4.34
1477,sample_1477_z80.bin,RC4-ECB,Bluetooth,z80,128,14,18,4.3
1478,sample_1478_avr.bin,ECDSA,WiFi,avr,70,19,21,1.1
1479,sample_1479_mips.bin,GCM,DTLS,mips,126,20,16,6.86
1480,sample_1480_riscv.bin,3DES-CBC,SSH,riscv,54,20,16,0.83
1481,sample_1481_x86.bin,ECDHE,WiFi,x86,64,19,19,3.11
1482,sample_1482_x86.bin,SHA256,TLS,x86,123,10,23,2.66
1483,sample_1483_x86.bin,Twofish-CBC,Bluetooth,x86,56,13,21,3.92
1484,sample_1484_mips.bin,IDEA-ECB,DTLS,mips,185,12,17,4.07
1485,sample_1485_x86.bin,ECDHE,WiFi,x86,74,18,11,4.4
1486,sample_1486_risc.bin,CHACHA20,TLS,risc,170,13,22,6.76
1487,sample_1487_arm.bin,RC4-CBC,TLS,arm,82,18,13,7.64
1488,sample_1488_x86.bin,Twofish-ECB,Bluetooth,x86,188,19,6,4.11
1489,sample_1489_risc.bin,ECDSA,Bluetooth,risc,83,8,14,5.95
1490,sample_1490_avr.bin,3DES-ECB,Bluetooth,avr,187,11,15,3.67
1491,sample_1491_x86.bin,HMAC,Bluetooth,x86,80,13,13,4.96
1492,sample_1492_x86.bin,Blowfish-CBC,SSH,x86,126,8,14,1.28
1493,sample_1493_risc.bin,AES-ECB,DTLS,risc,80,9,18,5.32
1494,sample_1494_riscv.bin,Twofish-ECB,DTLS,riscv,98,18,9,4.9
1495,sample_1495_risc.bin,HMAC,DTLS,risc,111,20,20,1.66
1496,sample_1496_x86.bin,Blowfish-ECB,DTLS,x86,177,10,8,2.31
1497,sample_1497_avr.bin,Twofish-ECB,WiFi,avr,82,6,19,2.2
1498,sample_1498_avr.bin,HMAC,TLS,avr,148,11,8,7.37
1499,sample_1499_z80.bin,GCM,DTLS,z80,55,16,13,3.37
1500,sample_1500_risc.bin,Twofish-ECB,DTLS,risc,171,7,13,1.78
1501,sample_1501_risc.bin,DES-CBC,TLS,risc,86,11,25,2.03
1502,sample_1502_risc.bin,GCM,Bluetooth,risc,191,6,20,5.86
1503,sample_1503_z80.bin,CAST-ECB,TLS,z80,104,17,21,3.1
1504,sample_1504_risc.bin,AES-ECB,TLS,risc,61,15,10,4.02
1505,sample_1505_x86.bin,3DES-CBC,Bluetooth,x86,197,14,5,6.95
1506,sample_1506_avr.bin,IDEA-ECB,WiFi,avr,114,20,9,6.18
1507,sample_1507_avr.bin,AES-ECB,DTLS,avr,75,6,15,4.09
1508,sample_1508_mips.bin,DES-CBC,TLS,mips,136,5,17,2.51
1509,sample_1509_riscv.bin,3DES-ECB,Bluetooth,riscv,95,12,7,2.98
1510,sample_1510_mips.bin,DES-ECB,TLS,mips,83,17,13,2.21
1511,sample_1511_avr.bin,3DES-CBC,TLS,avr,119,9,5,0.58
1512,sample_1512_avr.bin,ECDSA,TLS,avr,97,8,24,5.88
1513,sample_1513_risc.bin,GCM,TLS,risc,189,14,8,7.66
1514,sample_1514_riscv.bin,AES-CBC,TLS,riscv,149,18,16,7.66
1515,sample_1515_z80.bin,ECDSA,SSH,z80,108,8,9,3.34
1516,sample_1516_z80.bin,Twofish-CBC,DTLS,z80,147,7,24,6.58
1517,sample_1517_z80.bin,IDEA-ECB,SSH,z80,89,12,15,4.66
1518,sample_1518_arm.bin,AES-CBC,TLS,arm,114,19,18,6.17
1519,sample_1519_arm.bin,3DES-ECB,SSH,arm,165,17,24,2.03
1520,sample_1520_avr.bin,3DES-ECB,TLS,avr,107,14,16,3.76
1521,sample_1521_riscv.bin,DES-ECB,WiFi,riscv,128,10,7,6.82
1522,sample_1522_risc.bin,Blowfish-ECB,DTLS,risc,170,10,7,1.57
1523,sample_1523_z80.bin,3DES-ECB,SSH,z80,147,10,24,2.81
1524,sample_1524_avr.bin,IDEA-CBC,DTLS,avr,145,14,14,7.99
1525,sample_1525_x86.bin,Twofish-ECB,Bluetooth,x86,112,8,5,5.45
1526,sample_1526_arm.bin,ECDHE,TLS,arm,180,13,8,6.44
1527,sample_1527_risc.bin,ECDHE,WiFi,risc,133,7,6,3.41
1528,sample_1528_riscv.bin,CAST-ECB,Bluetooth,riscv,156,14,25,4.38
1529,sample_1529_mips.bin,ECDHE,Bluetooth,mips,166,9,8,2.43
1530,sample_1530_mips.bin,RC4-ECB,WiFi,mips,149,13,18,4.51
1531,sample_1531_riscv.bin,RC4-CBC,WiFi,riscv,72,17,13,7.75
1532,sample_1532_risc.bin,ECDSA,DTLS,risc,193,9,10,1.56
1533,sample_1533_x86.bin,Blowfish-ECB,SSH,x86,89,20,8,4.85
1534,sample_1534_x86.bin,GCM,WiFi,x86,74,9,11,5.39
1535,sample_1535_arm.bin,Blowfish-CBC,TLS,arm,97,16,5,5.79
1536,sample_1536_mips.bin,Blowfish-CBC,WiFi,mips,128,18,25,0.31
1537,sample_1537_arm.bin,Blowfish-ECB,TLS,arm,65,10,14,4.75
1538,sample_1538_avr.bin,ECDSA,Bluetooth,avr,139,19,7,4.27
1539,sample_1539_riscv.bin,ECDSA,Bluetooth,riscv,119,6,17,4.17
1540,sample_1540_risc.bin,ECDHE,Bluetooth,risc,103,18,24,5.28
1541,sample_1541_risc.bin,ECDHE,Bluetooth,risc,109,6,13,4.95
1542,sample_1542_riscv.bin,ECDHE,TLS,riscv,200,15,10,7.48
1543,sample_1543_arm.bin,DES-CBC,WiFi,arm,159,6,19,5.05
1544,sample_1544_arm.bin,SHA1,DTLS,arm,63,12,9,4.63
1545,sample_1545_risc.bin,3DES-CBC,WiFi,risc,162,12,10,4.32
1546,sample_1546_riscv.bin,SHA1,Bluetooth,riscv,52,7,9,1.84
1547,sample_1547_mips.bin,CAST-CBC,SSH,mips,93,6,18,3.85
1548,sample_1548_mips.bin,Blowfish-CBC,SSH,mips,70,15,11,4.34
1549,sample_1549_riscv.bin,Twofish-CBC,SSH,riscv,61,6,23,6.45
1550,sample_1550_mips.bin,Blowfish-ECB,WiFi,mips,92,19,22,3.9
1551,sample_1551_risc.bin,SHA1,TLS,risc,107,7,5,4.16
1552,sample_1552_mips.bin,DES-CBC,Bluetooth,mips,116,13,16,2.46
1553,sample_1553_avr.bin,CHACHA20,DTLS,avr,93,12,17,4.5
1554,sample_1554_avr.bin,SHA1,DTLS,avr,116,13,22,0.16
1555,sample_1555_riscv.bin,GCM,Bluetooth,riscv,87,14,14,0.24
1556,sample_1556_risc.bin,RC4-CBC,SSH,risc,184,15,12,7.58
1557,sample_1557_riscv.bin,RSA,DTLS,riscv,53,13,22,0.33
1558,sample_1558_riscv.bin,SHA1,WiFi,riscv,153,8,11,0.7
1559,sample_1559_arm.bin,GCM,TLS,arm,107,18,24,2.51
1560,sample_1560_risc.bin,Blowfish-ECB,TLS,risc,99,16,15,0.62
1561,sample_1561_avr.bin,CAST-ECB,WiFi,avr,131,18,9,7.02
1562,sample_1562_x86.bin,CAST-ECB,WiFi,x86,117,19,20,4.43
1563,sample_1563_arm.bin,RC4-CBC,Bluetooth,arm,120,16,16,2.68
1564,sample_1564_z80.bin,RSA,DTLS,z80,75,15,25,5.8
1565,sample_1565_riscv.bin,RC4-CBC,WiFi,riscv,56,20,9,2.37
1566,sample_1566_z80.bin,SHA1,Bluetooth,z80,136,15,11,5.18
1567,sample_1567_x86.bin,HMAC,DTLS,x86,165,5,16,0.53
1568,sample_1568_mips.bin,IDEA-ECB,Bluetooth,mips,81,5,23,7.76
1569,sample_1569_arm.bin,3DES-ECB,DTLS,arm,63,13,10,6.16
1570,sample_1570_x86.bin,DES-CBC,Bluetooth,x86,73,16,20,4.74
1571,sample_1571_avr.bin,ECDHE,TLS,avr,187,19,20,5.06
1572,sample_1572_z80.bin,CAST-CBC,DTLS,z80,116,7,6,1.2
1573,sample_1573_x86.bin,3DES-ECB,Bluetooth,x86,185,14,20,2.99
1574,sample_1574_risc.bin,CAST-ECB,TLS,risc,84,7,23,5.33
1575,sample_1575_z80.bin,DES-ECB,Bluetooth,z80,198,20,13,6.28
1576,sample_1576_risc.bin,Twofish-CBC,WiFi,risc,64,6,12,3.98
1577,sample_1577_x86.bin,DES-CBC,DTLS,x86,172,19,21,2.31
1578,sample_1578_risc.bin,Twofish-ECB,WiFi,risc,63,19,20,2.61
1579,sample_1579_z80.bin,RC4-ECB,SSH,z80,73,16,13,1.74
1580,sample_1580_avr.bin,SHA256,DTLS,avr,78,17,6,2.49
1581,sample_1581_avr.bin,AES-ECB,DTLS,avr,62,12,16,5.8
1582,sample_1582_mips.bin,CHACHA20,SSH,mips,147,13,5,6.4
1583,sample_1583_x86.bin,IDEA-ECB,DTLS,x86,193,10,15,3.11
1584,sample_1584_arm.bin,ECDSA,TLS,arm,62,20,8,6.57
1585,sample_1585_mips.bin,3DES-ECB,Bluetooth,mips,174,16,13,4.14
1586,sample_1586_mips.bin,Blowfish-CBC,Bluetooth,mips,92,6,21,5.71
1587,sample_1587_riscv.bin,Twofish-ECB,TLS,riscv,97,16,19,4.47
1588,sample_1588_x86.bin,AES-CBC,WiFi,x86,172,17,25,7.68
1589,sample_1589_riscv.bin,IDEA-ECB,DTLS,riscv,196,9,23,1.22
1590,sample_1590_avr.bin,Twofish-CBC,TLS,avr,98,20,16,6.14
1591,sample_1591_riscv.bin,CAST-CBC,WiFi,riscv,180,16,10,5.81
1592,sample_1592_x86.bin,CAST-CBC,SSH,x86,200,7,13,1.44
1593,sample_1593_riscv.bin,Twofish-CBC,TLS,riscv,76,18,11,4.26
1594,sample_1594_x86.bin,AES-CBC,SSH,x86,185,10,16,3.54
1595,sample_1595_avr.bin,Twofish-CBC,WiFi,avr,177,12,15,7.7
1596,sample_1596_arm.bin,HMAC,TLS,arm,78,10,7,3.23
1597,sample_1597_risc.bin,RC4-ECB,DTLS,risc,154,10,17,0.17
1598,sample_1598_mips.bin,GCM,TLS,mips,139,7,7,1.61
1599,sample_1599_x86.bin,IDEA-CBC,Bluetooth,x86,155,17,12,0.98
1600,sample_1600_risc.bin,Twofish-ECB,WiFi,risc,149,11,24,7.46
1601,sample_1601_arm.bin,Twofish-ECB,TLS,arm,52,10,15,0.72
1602,sample_1602_z80.bin,GCM,Bluetooth,z80,53,5,9,5.53
1603,sample_1603_avr.bin,Blowfish-ECB,TLS,avr,168,11,25,6.89
1604,sample_1604_riscv.bin,RC4-ECB,TLS,riscv,150,5,13,3.7
1605,sample_1605_riscv.bin,ECDHE,DTLS,riscv,150,6,11,6.52
1606,sample_1606_mips.bin,ECDHE,WiFi,mips,141,15,6,0.29
1607,sample_1607_x86.bin,RC4-CBC,WiFi,x86,110,15,21,5.42
1608,sample_1608_z80.bin,3DES-ECB,Bluetooth,z80,145,16,18,0.59
1609,sample_1609_risc.bin,RSA,TLS,risc,183,6,12,1.3
1610,sample_1610_x86.bin,DES-ECB,TLS,x86,126,5,9,1.69
1611,sample_1611_z80.bin,CHACHA20,TLS,z80,67,15,9,6.85
1612,sample_1612_risc.bin,Twofish-ECB,WiFi,risc,128,12,18,3.0
1613,sample_1613_x86.bin,Twofish-ECB,SSH,x86,70,6,13,0.23
1614,sample_1614_z80.bin,RC4-ECB,SSH,z80,52,16,25,3.36
1615,sample_1615_mips.bin,RC4-CBC,Bluetooth,mips,91,20,9,0.43
1616,sample_1616_riscv.bin,CAST-CBC,DTLS,riscv,134,10,24,1.63
1617,sample_1617_risc.bin,RC4-ECB,TLS,risc,100,6,16,6.99
1618,sample_1618_x86.bin,Twofish-ECB,WiFi,x86,145,6,23,2.05
1619,sample_1619_z80.bin,GCM,SSH,z80,119,14,23,5.51
1620,sample_1620_riscv.bin,CHACHA20,TLS,riscv,120,13,21,5.38
1621,sample_1621_mips.bin,DES-ECB,TLS,mips,144,16,20,1.38
1622,sample_1622_z80.bin,HMAC,SSH,z80,163,5,6,1.75
1623,sample_1623_avr.bin,RC4-ECB,DTLS,avr,130,9,16,0.3
1624,sample_1624_x86.bin,ECDHE,WiFi,x86,62,11,25,5.89
1625,sample_1625_risc.bin,Blowfish-ECB,WiFi,risc,78,17,20,4.05
1626,sample_1626_risc.bin,CAST-CBC,Bluetooth,risc,145,19,19,5.39
1627,sample_1627_arm.bin,IDEA-ECB,DTLS,arm,50,9,12,7.74
1628,sample_1628_z80.bin,GCM,TLS,z80,68,14,18,2.19
1629,sample_1629_arm.bin,Blowfish-CBC,WiFi,arm,175,7,23,4.93
1630,sample_1630_mips.bin,ECDHE,TLS,mips,178,14,24,4.38
1631,sample_1631_z80.bin,ECDSA,TLS,z80,102,14,24,7.03
1632,sample_1632_risc.bin,3DES-ECB,DTLS,risc,141,9,22,5.78
1633,sample_1633_riscv.bin,ECDHE,SSH,riscv,70,19,23,4.05
1634,sample_1634_z80.bin,ECDSA,Bluetooth,z80,125,19,19,0.13
1635,sample_1635_arm.bin,CHACHA20,Bluetooth,arm,149,7,20,6.82
1636,sample_1636_riscv.bin,RSA,SSH,riscv,79,8,14,5.13
1637,sample_1637_riscv.bin,RC4-CBC,DTLS,riscv,163,13,19,4.67
1638,sample_1638_x86.bin,CAST-CBC,TLS,x86,176,8,16,5.78
1639,sample_1639_mips.bin,GCM,DTLS,mips,76,19,12,1.85
1640,sample_1640_avr.bin,RSA,TLS,avr,155,6,15,0.37
1641,sample_1641_risc.bin,CAST-ECB,SSH,risc,72,16,7,7.45
1642,sample_1642_risc.bin,Twofish-CBC,DTLS,risc,161,10,21,1.9
1643,sample_1643_arm.bin,CAST-CBC,DTLS,arm,51,16,19,2.73
1644,sample_1644_x86.bin,ECDSA,DTLS,x86,185,19,16,4.67
1645,sample_1645_x86.bin,IDEA-ECB,Bluetooth,x86,131,13,14,2.64
1646,sample_1646_z80.bin,IDEA-ECB,WiFi,z80,75,5,20,2.87
1647,sample_1647_z80.bin,Twofish-CBC,SSH,z80,150,14,9,7.45
1648,sample_1648_mips.bin,AES-CBC,WiFi,mips,118,12,24,1.04
1649,sample_1649_z80.bin,Twofish-CBC,DTLS,z80,95,8,15,0.27
1650,sample_1650_x86.bin,Twofish-ECB,DTLS,x86,99,11,8,2.22
1651,sample_1651_arm.bin,IDEA-ECB,SSH,arm,176,12,16,6.15
1652,sample_1652_riscv.bin,IDEA-CBC,Bluetooth,riscv,189,9,17,5.98
1653,sample_1653_avr.bin,AES-CBC,DTLS,avr,117,7,21,7.82
1654,sample_1654_mips.bin,CHACHA20,TLS,mips,129,15,23,0.83
1655,sample_1655_mips.bin,Twofish-ECB,DTLS,mips,177,5,5,7.91
1656,sample_1656_riscv.bin,HMAC,Bluetooth,riscv,179,15,8,2.5
1657,sample_1657_x86.bin,AES-CBC,Bluetooth,x86,113,16,25,0.4
1658,sample_1658_mips.bin,CHACHA20,Bluetooth,mips,168,11,8,2.33
1659,sample_1659_z80.bin,3DES-ECB,Bluetooth,z80,128,14,11,3.67
1660,sample_1660_x86.bin,ECDSA,WiFi,x86,92,15,10,5.6
1661,sample_1661_riscv.bin,Twofish-ECB,SSH,riscv,100,16,9,4.61
1662,sample_1662_mips.bin,CAST-CBC,DTLS,mips,84,17,22,2.01
1663,sample_1663_mips.bin,AES-CBC,TLS,mips,94,8,15,7.53
1664,sample_1664_arm.bin,SHA1,SSH,arm,108,11,23,6.23
1665,sample_1665_riscv.bin,HMAC,WiFi,riscv,115,18,9,7.42
1666,sample_1666_risc.bin,IDEA-CBC,WiFi,risc,89,18,5,2.97
1667,sample_1667_mips.bin,AES-CBC,SSH,mips,58,8,15,4.59
1668,sample_1668_avr.bin,Blowfish-ECB,DTLS,avr,143,17,10,0.38
1669,sample_1669_riscv.bin,CAST-CBC,WiFi,riscv,95,5,5,5.79
1670,sample_1670_mips.bin,Twofish-CBC,WiFi,mips,177,16,14,4.18
1671,sample_1671_riscv.bin,RSA,Bluetooth,riscv,181,15,11,5.3
1672,sample_1672_avr.bin,CHACHA20,SSH,avr,101,15,13,3.54
1673,sample_1673_risc.bin,3DES-ECB,Bluetooth,risc,87,12,9,3.14
1674,sample_1674_riscv.bin,IDEA-CBC,DTLS,riscv,74,20,9,7.67
1675,sample_1675_x86.bin,AES-CBC,DTLS,x86,144,19,15,2.78
1676,sample_1676_riscv.bin,GCM,SSH,riscv,115,9,23,0.86
1677,sample_1677_riscv.bin,SHA256,Bluetooth,riscv,139,6,17,4.09
1678,sample_1678_risc.bin,IDEA-CBC,SSH,risc,138,12,17,1.51
1679,sample_1679_avr.bin,ECDHE,TLS,avr,176,20,8,3.88
1680,sample_1680_arm.bin,Blowfish-CBC,DTLS,arm,153,19,15,5.38
1681,sample_1681_riscv.bin,AES-ECB,TLS,riscv,143,8,15,6.94
1682,sample_1682_x86.bin,RSA,DTLS,x86,157,15,8,0.83
1683,sample_1683_arm.bin,CAST-ECB,TLS,arm,63,17,8,0.2
1684,sample_1684_z80.bin,RC4-ECB,SSH,z80,86,13,18,5.25
1685,sample_1685_riscv.bin,CAST-CBC,Bluetooth,riscv,62,7,16,0.57
1686,sample_1686_avr.bin,HMAC,WiFi,avr,164,14,5,6.12
1687,sample_1687_mips.bin,3DES-ECB,SSH,mips,192,9,7,0.87
1688,sample_1688_riscv.bin,AES-CBC,WiFi,riscv,118,7,14,1.28
1689,sample_1689_risc.bin,CHACHA20,DTLS,risc,76,7,17,6.65
1690,sample_1690_mips.bin,DES-ECB,WiFi,mips,130,6,22,7.69
1691,sample_1691_avr.bin,ECDSA,WiFi,avr,191,14,5,0.08
1692,sample_1692_z80.bin,3DES-ECB,SSH,z80,127,13,16,0.7
1693,sample_1693_avr.bin,3DES-CBC,WiFi,avr,110,8,18,0.66
1694,sample_1694_arm.bin,HMAC,SSH,arm,199,15,25,7.2
1695,sample_1695_mips.bin,RC4-ECB,DTLS,mips,59,14,6,5.09
1696,sample_1696_arm.bin,DES-CBC,WiFi,arm,133,5,20,6.0
1697,sample_1697_mips.bin,IDEA-ECB,DTLS,mips,118,16,15,4.37
1698,sample_1698_z80.bin,RC4-CBC,DTLS,z80,84,18,17,1.07
1699,sample_1699_x86.bin,IDEA-ECB,DTLS,x86,54,17,12,5.48
1700,sample_1700_arm.bin,RC4-CBC,Bluetooth,arm,90,18,7,2.03
1701,sample_1701_risc.bin,3DES-CBC,WiFi,risc,51,17,14,4.08
1702,sample_1702_z80.bin,IDEA-CBC,WiFi,z80,135,10,9,1.05
1703,sample_1703_risc.bin,IDEA-CBC,DTLS,risc,131,17,16,7.72
1704,sample_1704_risc.bin,Twofish-CBC,WiFi,risc,95,7,9,6.84
1705,sample_1705_risc.bin,CAST-ECB,Bluetooth,risc,155,20,9,3.94
1706,sample_1706_mips.bin,3DES-CBC,Bluetooth,mips,106,15,12,1.88
1707,sample_1707_risc.bin,SHA1,TLS,risc,122,19,25,7.79
1708,sample_1708_mips.bin,Twofish-ECB,WiFi,mips,189,11,11,6.56
1709,sample_1709_riscv.bin,Twofish-ECB,TLS,riscv,82,8,18,2.47
1710,sample_1710_riscv.bin,RSA,WiFi,riscv,111,8,21,1.23
1711,sample_1711_arm.bin,DES-ECB,DTLS,arm,108,5,13,7.8
1712,sample_1712_risc.bin,AES-CBC,SSH,risc,171,14,22,3.54
1713,sample_1713_riscv.bin,SHA256,WiFi,riscv,77,6,5,0.73
1714,sample_1714_x86.bin,RC4-CBC,SSH,x86,131,20,22,0.51
1715,sample_1715_riscv.bin,CAST-CBC,TLS,riscv,131,6,20,7.05
1716,sample_1716_mips.bin,AES-ECB,TLS,mips,124,7,6,6.17
1717,sample_1717_riscv.bin,RSA,TLS,riscv,187,6,22,3.31
1718,sample_1718_mips.bin,3DES-CBC,TLS,mips,153,14,12,4.32
1719,sample_1719_x86.bin,3DES-CBC,DTLS,x86,163,7,8,1.6
1720,sample_1720_risc.bin,AES-ECB,Bluetooth,risc,193,20,14,0.11
1721,sample_1721_mips.bin,DES-CBC,TLS,mips,87,13,25,2.57
1722,sample_1722_riscv.bin,GCM,WiFi,riscv,185,20,24,2.7
1723,sample_1723_risc.bin,CAST-CBC,SSH,risc,105,12,25,4.69
1724,sample_1724_mips.bin,IDEA-ECB,Bluetooth,mips,84,8,9,3.68
1725,sample_1725_riscv.bin,RC4-ECB,DTLS,riscv,171,19,10,5.77
1726,sample_1726_mips.bin,RC4-ECB,TLS,mips,67,17,23,1.03
1727,sample_1727_x86.bin,CAST-ECB,WiFi,x86,85,15,21,3.23
1728,sample_1728_riscv.bin,RC4-CBC,DTLS,riscv,65,8,5,1.26
1729,sample_1729_riscv.bin,DES-CBC,TLS,riscv,107,16,17,0.5
1730,sample_1730_mips.bin,GCM,SSH,mips,145,5,7,0.54
1731,sample_1731_risc.bin,Blowfish-CBC,DTLS,risc,64,19,21,0.01
1732,sample_1732_x86.bin,HMAC,WiFi,x86,156,5,13,1.21
1733,sample_1733_avr.bin,GCM,DTLS,avr,188,9,5,7.82
1734,sample_1734_z80.bin,Blowfish-CBC,DTLS,z80,66,16,25,5.52
1735,sample_1735_risc.bin,CHACHA20,Bluetooth,risc,185,14,12,3.71
1736,sample_1736_riscv.bin,3DES-ECB,WiFi,riscv,141,20,7,1.79
1737,sample_1737_riscv.bin,SHA256,Bluetooth,riscv,112,11,9,0.78
1738,sample_1738_risc.bin,SHA256,Bluetooth,risc,133,13,12,6.54
1739,sample_1739_riscv.bin,AES-ECB,Bluetooth,riscv,89,9,20,2.2
